,order_id,user_id,order_date,city,pay_amount,pay_type,order_date_dt,pay_type_clean,is_valid
341,10342,U0207,2025-01-11,淄博,173.4,支付宝,2025-01-11,支付宝,True
342,10343,U0188,2025-06-08,日照,173.47,支付宝,2025-06-08,支付宝,True
343,10344,U0024,2025-01-21,烟台,132.12,支付宝,2025-01-21,支付宝,True
344,10345,U0206,2025-04-18,淄博,134.09,微信,2025-04-18,微信,True
345,10346,U0027,2025-06-18,日照,172.76,微信,2025-06-18,微信,True
346,10347,U0292,2025-05-30,威海,80.36,微信,2025-05-30,微信,True
347,10348,U0288,2025-05-25,威海,82.59,支付宝,2025-05-25,支付宝,True
348,10349,U0100,2025-05-14,青岛,120.49,支付宝,2025-05-14,支付宝,True
349,10350,U0186,2025-03-22,青岛,148.26,微信,2025-03-22,微信,True
350,10351,U0284,2025-03-08,日照,177.1,支付宝,2025-03-08,支付宝,True
351,10352,U0148,2025-02-22,济宁,241.14,支付宝,2025-02-22,支付宝,True
352,10353,U0038,2025-06-21,枣庄,207.17,支付宝,2025-06-21,支付宝,True
353,10354,U0198,2025-03-22,济宁,151.2,支付宝,2025-03-22,支付宝,True
354,10355,U0259,2025-03-03,烟台,158.95,支付宝,2025-03-03,支付宝,True
355,10356,U0231,2025-03-09,青岛,104.86,支付宝,2025-03-09,支付宝,True
356,10357,U0282,2025-04-12,日照,158.98,支付宝,2025-04-12,支付宝,True
357,10358,U0144,2025-02-03,烟台,144.12,支付宝,2025-02-03,支付宝,True
358,10359,U0320,2025-06-21,青岛,177.75,微信,2025-06-21,微信,True
359,10360,U0313,2025-06-15,青岛,,微信,2025-06-15,微信,False
360,10361,U0061,2025-03-18,日照,188.56,支付宝,2025-03-18,支付宝,True
361,10362,U0066,2025-04-28,聊城,244.3,支付宝,2025-04-28,支付宝,True
362,10363,U0050,2025-03-22,日照,154.02,支付宝,2025-03-22,支付宝,True
363,10364,U0202,2025-01-19,青岛,9999.99,支付宝,2025-01-19,支付宝,False
364,10365,U0192,2025-01-03,临沂,197.96,支付宝,2025-01-03,支付宝,True
365,10366,U0174,2025-04-28,泰安,137.93,支付宝,2025-04-28,支付宝,True
366,10367,U0286,2025-06-09,淄博,172.33,微信,2025-06-09,微信,True
367,10368,U0188,2025-05-25,德州,160.69,微信,2025-05-25,微信,True
368,10369,U0074,2025-01-26,临沂,,支付宝,2025-01-26,支付宝,False
369,10370,U0102,2025-01-19,济南,117.48,微信,2025-01-19,微信,True
370,10371,U0309,2025-05-18,德州,161.35,微信,2025-05-18,微信,True
371,10372,U0261,2025-02-24,德州,187.39,支付宝,2025-02-24,支付宝,True
372,10373,U0206,2025-05-10,德州,239.81,微信,2025-05-10,微信,True
373,10374,U0257,2025-03-09,威海,212.76,支付宝,2025-03-09,支付宝,True
374,10375,U0021,2025-06-31,潍坊,278.43,微信,,微信,False
375,10376,U0024,2025-03-31,日照,117.8,微信,2025-03-31,微信,True
376,10377,U0020,2025-01-18,烟台,207.98,支付宝,2025-01-18,支付宝,True
377,10378,U0071,2025-03-04,日照,170.08,微信,2025-03-04,微信,True
378,10379,U0171,,泰安,280.44,支付宝,,支付宝,False
379,10380,U0243,2025-03-14,聊城,115.54,微信,2025-03-14,微信,True
380,10381,U0266,2025-02-10,济南,113.82,微信,2025-02-10,微信,True
381,10382,U0234,2025-04-23,日照,127.03,微信,2025-04-23,微信,True
382,10383,U0077,2025-05-20,枣庄,43.19,支付宝,2025-05-20,支付宝,True
383,10384,U0311,2025-06-30,青岛,131.08,支付宝,2025-06-30,支付宝,True
384,10385,U0264,2025-03-19,青岛,118.25,微信,2025-03-19,微信,True
385,10386,U0072,2025-06-06,潍坊,168.27,微信,2025-06-06,微信,True
386,10387,U0168,2025-06-17,潍坊,178.8,支付宝,2025-06-17,支付宝,True
387,10388,U0314,2025-05-16,潍坊,263.19,支付宝,2025-05-16,支付宝,True
388,10389,U0164,2025-01-03,聊城,212.27,微信,2025-01-03,微信,True
389,10390,U0084,2025-06-20,济南,128.27,微信,2025-06-20,微信,True
390,10391,U0202,2025-05-22,威海,110.59,支付宝,2025-05-22,支付宝,True
391,10392,U0316,2025-03-18,聊城,187.06,支付宝,2025-03-18,支付宝,True
392,10393,U0154,2025-06-19,威海,87.39,微信,2025-06-19,微信,True
393,10394,U0304,2025-01-27,临沂,260.73,支付宝,2025-01-27,支付宝,True
394,10395,U0173,2025-02-04,烟台,224.87,微信,2025-02-04,微信,True
395,10396,U0260,2025-03-09,聊城,134.2,微信,2025-03-09,微信,True
396,10397,U0261,2025-01-30,聊城,65.78,支付宝,2025-01-30,支付宝,True
397,10398,U0273,2025-01-28,临沂,234.46,支付宝,2025-01-28,支付宝,True
398,10399,U0251,2025-05-22,日照,153.7,微信,2025-05-22,微信,True
399,10400,U0289,2025-02-09,淄博,228.08,支付宝,2025-02-09,支付宝,True
400,10401,U0154,2025-03-11,日照,72.31,微信,2025-03-11,微信,True
401,10402,U0244,2025-03-14,德州,127.03,支付宝,2025-03-14,支付宝,True
402,10403,U0009,2025-06-04,枣庄,160.29,微信,2025-06-04,微信,True
403,10404,U0189,2025-02-23,日照,162.58,支付宝,2025-02-23,支付宝,True
404,10405,U0170,2025-03-29,烟台,135.25,微信,2025-03-29,微信,True
405,10406,U0057,2025-02-22,淄博,194.26,微信,2025-02-22,微信,True
406,10407,U0214,2025-06-25,青岛,101.28,支付宝,2025-06-25,支付宝,True
407,10408,U0299,2025-06-12,泰安,152.17,支付宝,2025-06-12,支付宝,True
408,10409,U0158,2025-03-09,未知,166.62,支付宝,2025-03-09,支付宝,True
409,10410,U0014,2025-05-10,淄博,188.29,支付宝,2025-05-10,支付宝,True
410,10411,U0306,2025-05-06,泰安,199.14,微信,2025-05-06,微信,True
411,10412,U0243,2025-03-06,青岛,98.14,微信,2025-03-06,微信,True
412,10413,U0136,2025-01-14,济宁,75.62,微信,2025-01-14,微信,True
413,10414,U0297,2025-01-24,枣庄,230.27,支付宝,2025-01-24,支付宝,True
414,10415,U0296,2025-06-12,泰安,178.28,微信,2025-06-12,微信,True
415,10416,U0117,2025-04-19,聊城,118.83,支付宝,2025-04-19,支付宝,True
416,10417,U0027,2025-03-12,青岛,245.31,微信,2025-03-12,微信,True
417,10418,U0299,2025-01-12,聊城,166.36,支付宝,2025-01-12,支付宝,True
418,10419,U0246,2025-01-01,德州,224.86,微信,2025-01-01,微信,True
419,10420,U0088,2025-03-27,淄博,163.71,支付宝,2025-03-27,支付宝,True
420,10421,U0269,2025-02-03,德州,273.34,微信,2025-02-03,微信,True
421,10422,U0318,2025-06-13,泰安,256.54,微信,2025-06-13,微信,True
422,10423,U0195,2025-03-09,日照,146.31,微信,2025-03-09,微信,True
423,10424,U0076,2025-02-11,烟台,213.44,支付宝,2025-02-11,支付宝,True
424,10425,U0125,2025-04-24,日照,195.5,支付宝,2025-04-24,支付宝,True
425,10426,U0017,2025-05-22,济宁,235.27,微信,2025-05-22,微信,True
426,10427,U0294,2025-06-30,临沂,106.93,微信,2025-06-30,微信,True
427,10428,U0057,2025-04-20,烟台,197.73,支付宝,2025-04-20,支付宝,True
428,10429,U0098,2025-05-24,临沂,218.21,支付宝,2025-05-24,支付宝,True
429,10430,U0010,2025-01-03,聊城,-63.27,支付宝,2025-01-03,支付宝,False
430,10431,U0226,2025-01-29,青岛,94.92,微信,2025-01-29,微信,True
431,10432,U0161,2025-01-20,潍坊,47.84,微信,2025-01-20,微信,True
432,10433,U0215,2025-06-26,德州,145.18,支付宝,2025-06-26,支付宝,True
433,10434,U0078,2025-02-08,烟台,199.46,微信,2025-02-08,微信,True
434,10435,U0212,2025-05-20,烟台,242.63,支付宝,2025-05-20,支付宝,True
435,10436,U0105,2025-01-10,青岛,164.08,微信,2025-01-10,微信,True
436,10437,U0211,2025-04-05,威海,249.57,支付宝,2025-04-05,支付宝,True
437,10438,U0257,2025-05-30,青岛,84.09,支付宝,2025-05-30,支付宝,True
438,10439,U0314,2025-05-22,枣庄,66.31,微信,2025-05-22,微信,True
439,10440,U0242,2025-02-07,济宁,156.94,支付宝,2025-02-07,支付宝,True
440,10441,U0032,2025-04-21,枣庄,181.12,支付宝,2025-04-21,支付宝,True
441,10442,U0071,2025-02-02,济南,158.2,微信,2025-02-02,微信,True
442,10443,U0266,2025-01-11,日照,46.29,微信,2025-01-11,微信,True
443,10444,U0107,2025-03-20,威海,155.1,支付宝,2025-03-20,支付宝,True
444,10445,U0288,2025-04-04,威海,88.25,微信,2025-04-04,微信,True
445,10446,U0167,2025-01-11,威海,196.83,支付宝,2025-01-11,支付宝,True
446,10447,U0245,2025-04-02,济宁,180.16,支付宝,2025-04-02,支付宝,True
447,10448,U0270,2025-02-23,枣庄,108.31,微信,2025-02-23,微信,True
448,10449,U0193,2025-06-24,临沂,131.74,微信,2025-06-24,微信,True
449,10450,U0161,2025-03-05,淄博,101.74,微信,2025-03-05,微信,True
450,10451,U0089,2025-06-20,济宁,156.55,微信,2025-06-20,微信,True
451,10452,U0236,2025-01-27,日照,212.53,支付宝,2025-01-27,支付宝,True
452,10453,U0273,2025-04-01,潍坊,105.79,支付宝,2025-04-01,支付宝,True
453,10454,U0176,2025-05-24,淄博,187.72,支付宝,2025-05-24,支付宝,True
454,10455,U0280,2025-04-15,青岛,130.84,微信,2025-04-15,微信,True
455,10456,U0182,2025-06-08,潍坊,116.39,微信,2025-06-08,微信,True
456,10457,U0136,2025-02-09,济南,154.11,支付宝,2025-02-09,支付宝,True
457,10458,U0313,2025-03-02,泰安,103.06,支付宝,2025-03-02,支付宝,True
458,10459,U0248,2025-02-11,泰安,129.55,支付宝,2025-02-11,支付宝,True
459,10460,U0099,2025-02-15,临沂,94.12,支付宝,2025-02-15,支付宝,True
460,10461,U0127,2025-04-16,烟台,268.06,微信,2025-04-16,微信,True
461,10462,U0143,2025-01-07,潍坊,161.94,支付宝,2025-01-07,支付宝,True
462,10463,U0286,2025-02-15,威海,121.52,支付宝,2025-02-15,支付宝,True
463,10464,U0153,2025-03-27,枣庄,171.77,微信,2025-03-27,微信,True
464,10465,U0116,2025-04-16,泰安,153.82,支付宝,2025-04-16,支付宝,True
465,10466,U0153,2025-06-21,烟台,147.85,微信,2025-06-21,微信,True
466,10467,U0148,2025-03-05,聊城,193.78,支付宝,2025-03-05,支付宝,True
467,10468,U0107,2025-03-10,泰安,201.66,支付宝,2025-03-10,支付宝,True
468,10469,U0251,2025-02-10,德州,130.82,微信,2025-02-10,微信,True
469,10470,U0163,2025-06-29,济宁,128.33,支付宝,2025-06-29,支付宝,True
470,10471,U0246,2025-01-28,枣庄,144.87,微信,2025-01-28,微信,True
471,10472,U0179,2025-04-08,烟台,33.39,微信,2025-04-08,微信,True
472,10473,U0287,2025-01-10,日照,76.66,微信,2025-01-10,微信,True
473,10474,U0141,2025-05-01,泰安,235.18,支付宝,2025-05-01,支付宝,True
474,10475,U0148,2025-02-26,烟台,250.47,微信,2025-02-26,微信,True
475,10476,U0063,2025-02-21,日照,146.3,微信,2025-02-21,微信,True
476,10477,U0294,2025-04-28,济南,191.71,微信,2025-04-28,微信,True
477,10478,U0279,2025-03-31,济南,177.12,微信,2025-03-31,微信,True
478,10479,U0195,2025-03-20,枣庄,329.34,微信,2025-03-20,微信,True
479,10480,U0203,2025-02-28,青岛,221.58,微信,2025-02-28,微信,True
480,10481,U0177,2025-02-27,临沂,152.96,微信支付,2025-02-27,微信,True
481,10482,U0075,2025-01-07,德州,107.45,微信,2025-01-07,微信,True
482,10483,U0149,2025-06-18,德州,71.65,支付宝,2025-06-18,支付宝,True
483,10484,U0022,2025-02-19,泰安,171.19,微信,2025-02-19,微信,True
484,10485,U0148,2025-04-13,威海,118.4,支付宝,2025-04-13,支付宝,True
485,10486,U0041,2025-03-26,德州,81.78,支付宝,2025-03-26,支付宝,True
486,10487,U0178,2025-03-13,泰安,124.44,支付宝,2025-03-13,支付宝,True
487,10488,U0227,2025-01-18,枣庄,100.51,微信,2025-01-18,微信,True
488,10489,U0132,2025-03-13,德州,252.79,支付宝,2025-03-13,支付宝,True
489,10490,U0246,2025-03-31,德州,208.49,微信,2025-03-31,微信,True
490,10491,U0110,2025-06-14,德州,159.56,微信,2025-06-14,微信,True
491,10492,U0104,2025-05-11,济宁,241.4,微信,2025-05-11,微信,True
492,10493,U0276,2025-04-13,泰安,164.26,支付宝,2025-04-13,支付宝,True
493,10494,U0139,2025-06-23,威海,112.63,支付宝,2025-06-23,支付宝,True
494,10495,U0288,2025-05-18,潍坊,243.77,微信,2025-05-18,微信,True
495,10496,U0140,2025-03-26,日照,189.64,微信,2025-03-26,微信,True
496,10497,U0071,2025-01-08,潍坊,102.95,支付宝,2025-01-08,支付宝,True
497,10498,U0056,2025-01-30,潍坊,149.53,微信,2025-01-30,微信,True
498,10499,U0316,2025-03-08,潍坊,111.84,支付宝,2025-03-08,支付宝,True
499,10500,U0301,2025-02-15,枣庄,83.95,微信,2025-02-15,微信,True
500,10501,U0123,2025-05-29,潍坊,,微信,2025-05-29,微信,False
501,10502,U0125,2025-03-09,济南,265.02,支付宝,2025-03-09,支付宝,True
502,10503,U0026,2025-01-10,济南,83.08,微信,2025-01-10,微信,True
503,10504,U0272,2025-01-28,淄博,190.96,支付宝,2025-01-28,支付宝,True
504,10505,U0116,2025-06-02,临沂,124.21,微信,2025-06-02,微信,True
505,10506,U0120,2025-04-22,聊城,133.21,支付宝,2025-04-22,支付宝,True
506,10507,U0027,2025-03-30,烟台,127.42,微信,2025-03-30,微信,True
507,10508,U0052,2025-03-22,济南,112.48,微信,2025-03-22,微信,True
508,10509,U0212,2025-04-22,烟台,162.67,支付宝,2025-04-22,支付宝,True
509,10510,U0170,2025-06-05,德州,114.3,支付宝,2025-06-05,支付宝,True
510,10511,U0242,2025-05-11,淄博,174.88,支付宝,2025-05-11,支付宝,True
511,10512,U0052,2025-01-30,临沂,157.24,微信,2025-01-30,微信,True
512,10513,U0071,2025-04-09,济南,146.86,微信,2025-04-09,微信,True
513,10514,U0003,2025-05-28,日照,110.08,支付宝,2025-05-28,支付宝,True
514,10515,U0282,2025-02-18,济南,128.28,支付宝,2025-02-18,支付宝,True
515,10516,U0081,2025-03-07,日照,201.55,微信,2025-03-07,微信,True
516,10517,U0209,2025-01-12,聊城,187.55,支付宝,2025-01-12,支付宝,True
517,10518,U0244,2025-04-22,临沂,106.23,微信,2025-04-22,微信,True
518,10519,U0245,2025-01-01,临沂,165.46,支付宝,2025-01-01,支付宝,True
519,10520,U0103,2025-05-14,聊城,201.33,支付宝,2025-05-14,支付宝,True
520,10521,U0148,2025-05-18,烟台,68.18,微信,2025-05-18,微信,True
521,10522,U0165,2025-06-25,青岛,189.88,微信,2025-06-25,微信,True
522,10523,U0147,2025-06-21,泰安,123.56,微信,2025-06-21,微信,True
523,10524,U0031,2025-02-20,济宁,191.38,支付宝,2025-02-20,支付宝,True
524,10525,U0046,2025-04-04,潍坊,,微信,2025-04-04,微信,False
525,10526,U0294,2025-04-21,淄博,60.73,微信,2025-04-21,微信,True
526,10527,U0119,2025-01-18,威海,70.49,微信,2025-01-18,微信,True
527,10528,U0274,2025-06-20,青岛,162.64,支付宝,2025-06-20,支付宝,True
528,10529,U0020,2025-03-26,泰安,174.28,支付宝,2025-03-26,支付宝,True
529,10530,U0090,2025-06-09,济宁,110.26,支付宝,2025-06-09,支付宝,True
530,10531,U0214,2025-03-22,济南,195.12,支付宝,2025-03-22,支付宝,True
531,10532,U0091,2025-06-19,青岛,68.62,微信,2025-06-19,微信,True
532,10533,U0019,2025-02-01,青岛,156.37,微信,2025-02-01,微信,True
533,10534,U0204,2025-03-18,枣庄,93.39,支付宝,2025-03-18,支付宝,True
534,10535,U0254,2025-05-10,聊城,124.15,支付宝,2025-05-10,支付宝,True
535,10536,U0096,2025-03-21,淄博,162.61,支付宝,2025-03-21,支付宝,True
536,10537,U0149,2025-06-20,威海,112.68,支付宝,2025-06-20,支付宝,True
537,10538,U0020,2025-04-15,淄博,138.85,微信,2025-04-15,微信,True
538,10539,U0005,2025-03-25,烟台,215.35,支付宝,2025-03-25,支付宝,True
539,10540,U0153,2025-04-14,潍坊,128.27,微信,2025-04-14,微信,True
540,10541,U0291,2025-06-28,日照,205.96,支付宝,2025-06-28,支付宝,True
541,10542,U0309,2025-03-17,泰安,97.87,支付宝,2025-03-17,支付宝,True
542,10543,U0055,2025-05-22,烟台,189.14,zhifubao,2025-05-22,支付宝,True
543,10544,U0172,2025-02-02,枣庄,239.29,支付宝,2025-02-02,支付宝,True
544,10545,U0146,2025-02-19,烟台,24.06,微信,2025-02-19,微信,True
545,10546,U0233,2025-04-18,德州,116.17,微信,2025-04-18,微信,True
546,10547,U0279,2025-06-20,临沂,191.74,支付宝,2025-06-20,支付宝,True
547,10548,U0269,2025-04-08,泰安,,支付宝,2025-04-08,支付宝,False
548,10549,U0253,2025-06-23,德州,180.41,微信,2025-06-23,微信,True
549,10550,U0069,2025-02-14,潍坊,126.78,微信,2025-02-14,微信,True
550,10551,U0259,2025-06-07,济南,164.76,支付宝,2025-06-07,支付宝,True
551,10552,U0240,2025-05-26,临沂,151.44,微信,2025-05-26,微信,True
552,10553,U0140,2025-03-19,未知,224.23,支付宝,2025-03-19,支付宝,True
553,10554,U0099,2025-04-14,聊城,173.99,微信,2025-04-14,微信,True
554,10555,U0058,2025-05-21,泰安,178.57,微信,2025-05-21,微信,True
555,10556,U0170,2025-01-01,临沂,137.35,支付宝,2025-01-01,支付宝,True
556,10557,U0084,2025-03-19,聊城,133.18,支付宝,2025-03-19,支付宝,True
557,10558,U0235,2025-03-15,济南,136.21,支付宝,2025-03-15,支付宝,True
558,10559,U0132,2025-02-23,威海,181.69,支付宝,2025-02-23,支付宝,True
559,10560,U0096,2025-04-21,淄博,136.85,微信,2025-04-21,微信,True
560,10561,U0008,2025-05-29,泰安,175.94,微信,2025-05-29,微信,True
561,10562,U0173,2025-06-05,济宁,274.15,微信,2025-06-05,微信,True
562,10563,U0152,2025-06-17,烟台,207.91,微信,2025-06-17,微信,True
563,10564,U0291,2025-03-24,聊城,142.07,微信,2025-03-24,微信,True
564,10565,U0099,2025-04-30,日照,226.07,支付宝,2025-04-30,支付宝,True
565,10566,U0090,2025-04-24,德州,137.56,微信,2025-04-24,微信,True
566,10567,U0313,2025-04-24,济南,47.9,支付宝,2025-04-24,支付宝,True
567,10568,U0208,2025-06-22,潍坊,104.56,微信,2025-06-22,微信,True
568,10569,U0219,2025-02-24,日照,57.11,微信,2025-02-24,微信,True
569,10570,U0264,2025-05-11,青岛,140.67,支付宝,2025-05-11,支付宝,True
570,10571,U0168,2025-05-02,德州,161.01,微信,2025-05-02,微信,True
571,10572,U0045,2025-02-13,淄博,252.2,微信,2025-02-13,微信,True
572,10573,U0206,2025-06-18,威海,177.98,微信,2025-06-18,微信,True
573,10574,U0049,,济南,147.95,支付宝,,支付宝,False
574,10575,U0095,2025-03-14,威海,205.62,微信,2025-03-14,微信,True
575,10576,U0072,2025-05-12,济南,38.39,微信,2025-05-12,微信,True
576,10577,U0245,2025-06-19,日照,172.96,支付宝,2025-06-19,支付宝,True
577,10578,U0166,2025-06-12,济宁,202.4,支付宝,2025-06-12,支付宝,True
578,10579,U0128,2025-06-08,日照,78.68,支付宝,2025-06-08,支付宝,True
579,10580,U0004,2025-03-27,济南,222.91,支付宝,2025-03-27,支付宝,True
580,10581,U0134,2025-01-24,济南,178.62,支付宝,2025-01-24,支付宝,True
581,10582,U0197,2025-03-02,未知,137.16,支付宝,2025-03-02,支付宝,True
582,10583,U0121,2025-06-22,济宁,194.8,微信,2025-06-22,微信,True
583,10584,U0229,2025-03-21,潍坊,284.89,微信,2025-03-21,微信,True
584,10585,U0137,2025-02-27,枣庄,170.0,微信,2025-02-27,微信,True
585,10586,U0169,2025-02-20,潍坊,173.65,微信,2025-02-20,微信,True
586,10587,U0155,2025-02-07,济宁,134.74,微信,2025-02-07,微信,True
587,10588,U0299,2025-01-07,淄博,113.26,微信,2025-01-07,微信,True
588,10589,U0294,2025-01-12,青岛,205.67,支付宝,2025-01-12,支付宝,True
589,10590,U0006,2025-03-04,枣庄,112.92,微信,2025-03-04,微信,True
590,10591,U0134,2025-05-02,聊城,,微信,2025-05-02,微信,False
591,10592,U0185,2025-06-06,泰安,133.73,微信,2025-06-06,微信,True
592,10593,U0121,2025-01-19,临沂,186.34,微信,2025-01-19,微信,True
593,10594,U0032,2025-04-27,聊城,178.35,支付宝,2025-04-27,支付宝,True
594,10595,U0061,2025-04-17,日照,217.06,微信,2025-04-17,微信,True
595,10596,U0239,2025-06-11,日照,131.95,支付宝,2025-06-11,支付宝,True
596,10597,U0158,2025-05-28,济南,145.16,微信,2025-05-28,微信,True
597,10598,U0082,2025-02-19,青岛,106.17,支付宝,2025-02-19,支付宝,True
598,10599,U0208,2025-06-28,潍坊,135.56,支付宝,2025-06-28,支付宝,True
599,10600,U0258,2025-04-09,日照,180.75,微信,2025-04-09,微信,True
600,10601,U0160,2025-05-07,济宁,201.63,支付宝,2025-05-07,支付宝,True
601,10602,U0061,2025-04-13,日照,109.28,支付宝,2025-04-13,支付宝,True
602,10603,U0152,2025-03-04,淄博,207.83,支付宝,2025-03-04,支付宝,True
603,10604,U0189,2025-02-07,青岛,234.56,微信,2025-02-07,微信,True
604,10605,U0315,2025-06-17,威海,182.74,微信,2025-06-17,微信,True
605,10606,U0114,2025-06-26,威海,263.22,微信,2025-06-26,微信,True
606,10607,U0113,2025-01-02,聊城,117.44,微信,2025-01-02,微信,True
607,10608,U0069,2025-01-28,泰安,91.54,微信,2025-01-28,微信,True
608,10609,U0245,2025-04-19,潍坊,62.17,支付宝,2025-04-19,支付宝,True
609,10610,U0079,2025-02-26,济宁,242.28,微信,2025-02-26,微信,True
610,10611,U0233,2025-02-15,淄博,195.99,支付宝,2025-02-15,支付宝,True
611,10612,U0311,2025-06-28,聊城,156.94,支付宝,2025-06-28,支付宝,True
612,10613,U0192,2025-05-13,威海,175.4,微信,2025-05-13,微信,True
613,10614,U0213,2025-04-29,济宁,98.1,微信,2025-04-29,微信,True
614,10615,U0282,2025-01-13,青岛,294.52,微信,2025-01-13,微信,True
615,10616,U0242,2025-05-23,济宁,167.11,微信,2025-05-23,微信,True
616,10617,U0276,2025-03-05,德州,166.02,微信,2025-03-05,微信,True
617,10618,U0112,2025-02-01,济宁,199.92,支付宝,2025-02-01,支付宝,True
618,10619,U0127,2025-04-27,枣庄,186.46,支付宝,2025-04-27,支付宝,True
619,10620,U0306,2025-02-04,临沂,172.31,支付宝,2025-02-04,支付宝,True
620,10621,U0042,2025-04-29,威海,116.52,支付宝,2025-04-29,支付宝,True
621,10622,U0270,2025-06-20,临沂,185.93,微信,2025-06-20,微信,True
622,10623,U0229,2025-05-16,德州,263.51,支付宝,2025-05-16,支付宝,True
623,10624,U0271,2025-05-24,青岛,234.0,支付宝,2025-05-24,支付宝,True
624,10625,U0186,2025-06-02,淄博,247.63,微信,2025-06-02,微信,True
625,10626,U0040,2025-03-23,临沂,131.88,支付宝,2025-03-23,支付宝,True
626,10627,U0289,2025-04-24,烟台,105.57,支付宝,2025-04-24,支付宝,True
627,10628,U0058,2025-06-06,聊城,153.08,支付宝,2025-06-06,支付宝,True
628,10629,U0032,2025-05-10,潍坊,163.06,微信,2025-05-10,微信,True
629,10630,U0281,2025-04-20,青岛,220.18,微信,2025-04-20,微信,True
630,10631,U0259,2025-05-21,泰安,66.91,支付宝,2025-05-21,支付宝,True
631,10632,U0104,2025-04-25,济南,244.13,支付宝,2025-04-25,支付宝,True
632,10633,U0294,2025-02-10,淄博,151.31,微信,2025-02-10,微信,True
633,10634,U0275,2025-05-02,枣庄,136.52,微信,2025-05-02,微信,True
634,10635,U0077,2025-04-26,临沂,104.33,支付宝,2025-04-26,支付宝,True
635,10636,U0085,2025-03-08,聊城,68.98,微信,2025-03-08,微信,True
636,10637,U0168,2025-03-05,枣庄,205.27,支付宝,2025-03-05,支付宝,True
637,10638,U0267,2025-06-13,烟台,164.03,微信,2025-06-13,微信,True
638,10639,U0227,2025-03-12,临沂,89.05,微信,2025-03-12,微信,True
639,10640,U0060,2025-05-14,济南,88.77,支付宝,2025-05-14,支付宝,True
640,10641,U0106,2025-05-05,济南,141.53,支付宝,2025-05-05,支付宝,True
641,10642,U0299,2025-06-10,日照,251.8,支付宝,2025-06-10,支付宝,True
642,10643,U0251,2025-03-03,济宁,145.72,支付宝,2025-03-03,支付宝,True
643,10644,U0047,2025-03-12,济宁,77.33,支付宝,2025-03-12,支付宝,True
644,10645,U0262,2025-04-23,威海,146.48,支付宝,2025-04-23,支付宝,True
645,10646,U0229,2025-01-20,日照,145.0,微信,2025-01-20,微信,True
646,10647,U0029,2025-03-15,枣庄,11.67,支付宝,2025-03-15,支付宝,True
647,10648,U0233,2025-03-02,泰安,157.01,支付宝,2025-03-02,支付宝,True
648,10649,U0068,2025-03-11,济宁,147.3,微信,2025-03-11,微信,True
649,10650,U0263,2025-03-27,德州,198.29,微信,2025-03-27,微信,True
650,10651,U0213,2025-03-23,淄博,261.69,支付宝,2025-03-23,支付宝,True
651,10652,U0234,2025-05-19,济宁,221.96,支付宝,2025-05-19,支付宝,True
652,10653,U0289,2025-01-21,聊城,145.21,微信,2025-01-21,微信,True
653,10654,U0030,2025-02-05,聊城,99.14,微信,2025-02-05,微信,True
654,10655,U0287,2025-02-08,济宁,301.53,微信,2025-02-08,微信,True
655,10656,U0237,2025-03-01,青岛,163.26,微信,2025-03-01,微信,True
656,10657,U0158,2025-04-09,日照,160.77,支付宝,2025-04-09,支付宝,True
657,10658,U0012,2025-06-27,临沂,158.67,支付宝,2025-06-27,支付宝,True
658,10659,U0203,2025-02-09,枣庄,170.89,支付宝,2025-02-09,支付宝,True
659,10660,U0131,2025-06-30,青岛,152.06,支付宝,2025-06-30,支付宝,True
660,10661,U0002,2025-02-24,青岛,128.45,微信,2025-02-24,微信,True
661,10662,U0112,2025-01-17,枣庄,129.92,微信,2025-01-17,微信,True
662,10663,U0297,2025-04-17,济南,158.2,支付宝,2025-04-17,支付宝,True
663,10664,U0038,2025-04-15,济宁,130.11,微信,2025-04-15,微信,True
664,10665,U0024,2025-03-26,泰安,120.79,支付宝,2025-03-26,支付宝,True
665,10666,U0217,2025-05-19,济南,165.85,微信,2025-05-19,微信,True
666,10667,U0177,2025-04-30,青岛,145.98,支付宝,2025-04-30,支付宝,True
667,10668,U0033,2025-04-17,烟台,242.72,支付宝,2025-04-17,支付宝,True
668,10669,U0278,2025-01-16,德州,14.2,微信,2025-01-16,微信,True
669,10670,U0031,2025-02-22,日照,220.03,微信,2025-02-22,微信,True
670,10671,U0036,2025-04-18,烟台,228.53,微信,2025-04-18,微信,True
671,10672,U0242,2025-04-10,潍坊,45.96,微信,2025-04-10,微信,True
672,10673,U0017,2025-05-30,聊城,141.15,支付宝,2025-05-30,支付宝,True
673,10674,U0147,2025-06-28,济宁,139.57,支付宝,2025-06-28,支付宝,True
674,10675,U0210,2025-01-06,济宁,82.59,微信,2025-01-06,微信,True
675,10676,U0093,2025-05-28,德州,117.22,支付宝,2025-05-28,支付宝,True
676,10677,U0070,2025-04-08,济南,98.92,微信,2025-04-08,微信,True
677,10678,U0216,2025-05-03,济南,256.37,支付宝,2025-05-03,支付宝,True
678,10679,U0192,2025-01-02,泰安,211.46,支付宝,2025-01-02,支付宝,True
679,10680,U0196,2025-04-01,日照,229.94,微信,2025-04-01,微信,True
680,10681,U0230,2025-03-18,日照,199.69,微信,2025-03-18,微信,True
681,10682,U0194,2025-04-10,泰安,97.9,支付宝,2025-04-10,支付宝,True
682,10683,U0193,2025-04-18,烟台,131.15,微信,2025-04-18,微信,True
683,10684,U0042,2025-05-18,烟台,186.92,微信,2025-05-18,微信,True
