order_id,user_id,order_date,city,pay_amount,pay_type
10541,U0291,2025-06-28,日照,205.96,支付宝
10542,U0309,2025-03-17,泰安,97.87,支付宝
10543,U0055,2025-05-22,烟台,189.14,zhifubao
10544,U0172,2025-02-02,枣庄,239.29,支付宝
10545,U0146,2025-02-19,烟台,24.06,微信
10546,U0233,2025-04-18,德州,116.17,微信
10547,U0279,2025-06-20,临沂,191.74,支付宝
10548,U0269,2025-04-08,泰安,,支付宝
10549,U0253,2025-06-23,德州,180.41,微信
10550,U0069,2025-02-14,潍坊,126.78,微信
10551,U0259,2025-06-07,济南,164.76,支付宝
10552,U0240,2025-05-26,临沂,151.44,微信
10553,U0140,2025-03-19,,224.23,支付宝
10554,U0099,2025-04-14,聊城,173.99,微信
10555,U0058,2025-05-21,泰安,178.57,微信
10556,U0170,2025-01-01,临沂,137.35,支付宝
10557,U0084,2025-03-19,聊城,133.18,支付宝
10558,U0235,2025-03-15,济南,136.21,支付宝
10559,U0132,2025-02-23,威海,181.69,支付宝
10560,U0096,2025-04-21,淄博,136.85,微信
10561,U0008,2025-05-29,泰安,175.94,微信
10562,U0173,2025-06-05,济宁,274.15,微信
10563,U0152,2025-06-17,烟台,207.91,微信
10564,U0291,2025-03-24,聊城,142.07,微信
10565,U0099,2025-04-30,日照,226.07,支付宝
10566,U0090,2025-04-24,德州,137.56,微信
10567,U0313,2025-04-24,济南,47.9,支付宝
10568,U0208,2025-06-22,潍坊,104.56,微信
10569,U0219,2025-02-24,日照,57.11,微信
10570,U0264,2025-05-11,青岛,140.67,支付宝
10571,U0168,2025-05-02,德州,161.01,微信
10572,U0045,2025-02-13,淄博,252.2,微信
10573,U0206,2025-06-18,威海,177.98,微信
10574,U0049,,济南,147.95,支付宝
10575,U0095,2025-03-14,威海,205.62,微信
10576,U0072,2025-05-12,济南,38.39,微信
10577,U0245,2025-06-19,日照,172.96,支付宝
10578,U0166,2025-06-12,济宁,202.4,支付宝
10579,U0128,2025-06-08,日照,78.68,支付宝
10580,U0004,2025-03-27,济南,222.91,支付宝
10581,U0134,2025-01-24,济南,178.62,支付宝
10582,U0197,2025-03-02,,137.16,支付宝
10583,U0121,2025-06-22,济宁,194.8,微信
10584,U0229,2025-03-21,潍坊,284.89,微信
10585,U0137,2025-02-27,枣庄,170.0,微信
10586,U0169,2025-02-20,潍坊,173.65,微信
10587,U0155,2025-02-07,济宁,134.74,微信
10588,U0299,2025-01-07,淄博,113.26,微信
10589,U0294,2025-01-12,青岛,205.67,支付宝
10590,U0006,2025-03-04, 枣庄 ,112.92,微信
10591,U0134,2025-05-02,聊城,,微信
10592,U0185,2025-06-06,泰安,133.73,微信
10593,U0121,2025-01-19,临沂,186.34,微信
10594,U0032,2025-04-27,聊城,178.35,支付宝
10595,U0061,2025-04-17,日照,217.06,微信
10596,U0239,2025-06-11,日照,131.95,支付宝
10597,U0158,2025-05-28,济南,145.16,微信
10598,U0082,2025-02-19,青岛,106.17,支付宝
10599,U0208,2025-06-28,潍坊,135.56,支付宝
10600,U0258,2025-04-09,日照,180.75,微信
10601,U0160,2025-05-07,济宁,201.63,支付宝
10602,U0061,2025-04-13,日照,109.28,支付宝
10603,U0152,2025-03-04,淄博,207.83,支付宝
10604,U0189,2025-02-07,青岛,234.56,微信
10605,U0315,2025-06-17,威海,182.74,微信
10606,U0114,2025-06-26,威海,263.22,微信
10607,U0113,2025-01-02,聊城,117.44,微信
10608,U0069,2025-01-28,泰安,91.54,微信
10609,U0245,2025-04-19,潍坊,62.17,支付宝
10610,U0079,2025-02-26,济宁,242.28,微信
10611,U0233,2025-02-15,淄博,195.99,支付宝
10612,U0311,2025-06-28,聊城,156.94,支付宝
10613,U0192,2025-05-13,威海,175.4,微信
10614,U0213,2025-04-29,济宁,98.1,微信
10615,U0282,2025-01-13,青岛,294.52,微信
10616,U0242,2025-05-23,济宁,167.11,微信
10617,U0276,2025-03-05,德州,166.02,微信
10618,U0112,2025-02-01,济宁,199.92,支付宝
10619,U0127,2025-04-27,枣庄,186.46,支付宝
10620,U0306,2025-02-04,临沂,172.31,支付宝
10621,U0042,2025-04-29,威海,116.52,支付宝
10622,U0270,2025-06-20,临沂,185.93,微信
10623,U0229,2025-05-16,德州,263.51,支付宝
10624,U0271,2025-05-24,青岛,234.0,支付宝
10625,U0186,2025-06-02,淄博,247.63,微信
10626,U0040,2025-03-23,临沂,131.88,支付宝
10627,U0289,2025-04-24,烟台,105.57,支付宝
10628,U0058,2025-06-06,聊城,153.08,支付宝
10629,U0032,2025-05-10,潍坊,163.06,微信
10630,U0281,2025-04-20,青岛,220.18,微信
10631,U0259,2025-05-21,泰安,66.91,支付宝
10632,U0104,2025-04-25,济南,244.13,支付宝
10633,U0294,2025-02-10,淄博,151.31,微信
10634,U0275,2025-05-02,枣庄,136.52,微信
10635,U0077,2025-04-26,临沂,104.33,支付宝
10636,U0085,2025-03-08,聊城,68.98,微信
10637,U0168,2025-03-05,枣庄,205.27,支付宝
10638,U0267,2025-06-13,烟台,164.03,微信
10639,U0227,2025-03-12,临沂,89.05,微信
10640,U0060,2025-05-14,济南,88.77,支付宝
10641,U0106,2025-05-05,济南,141.53,支付宝
10642,U0299,2025-06-10,日照,251.8,支付宝
10643,U0251,2025-03-03,济宁,145.72,支付宝
10644,U0047,2025-03-12,济宁,77.33,支付宝
10645,U0262,2025-04-23,威海,146.48,支付宝
10646,U0229,2025-01-20,日照,145.0,微信
10647,U0029,2025-03-15, 枣庄 ,11.67,支付宝
10648,U0233,2025-03-02,泰安,157.01,支付宝
10649,U0068,2025-03-11,济宁,147.3,微信
10650,U0263,2025-03-27,德州,198.29,微信
10651,U0213,2025-03-23,淄博,261.69,支付宝
10652,U0234,2025-05-19,济宁,221.96,支付宝
10653,U0289,2025-01-21,聊城,145.21,微信
10654,U0030,2025-02-05,聊城,99.14,微信
10655,U0287,2025-02-08,济宁,301.53,微信
10656,U0237,2025-03-01,青岛,163.26,微信
10657,U0158,2025-04-09,日照,160.77,支付宝
10658,U0012,2025-06-27,临沂,158.67,支付宝
10659,U0203,2025-02-09,枣庄,170.89,支付宝
10660,U0131,2025-06-30,青岛,152.06,支付宝
10661,U0002,2025-02-24,青岛,128.45,微信
10662,U0112,2025-01-17,枣庄,129.92,微信
10663,U0297,2025-04-17,济南,158.2,支付宝
10664,U0038,2025-04-15,济宁,130.11,微信
10665,U0024,2025-03-26,泰安,120.79,支付宝
10666,U0217,2025-05-19,济南,165.85,微信
10667,U0177,2025-04-30,青岛,145.98,支付宝
10668,U0033,2025-04-17,烟台,242.72,支付宝
10669,U0278,2025-01-16,德州,14.2,微信
10670,U0031,2025-02-22,日照,220.03,微信
10671,U0036,2025-04-18,烟台,228.53,微信
10672,U0242,2025-04-10,潍坊,45.96,微信
10673,U0017,2025-05-30,聊城,141.15,支付宝
10674,U0147,2025-06-28,济宁,139.57,支付宝
10675,U0210,2025-01-06,济宁,82.59,微信
10676,U0093,2025-05-28,德州,117.22,支付宝
10677,U0070,2025-04-08,济南,98.92,微信
10678,U0216,2025-05-03,济南,256.37,支付宝
10679,U0192,2025-01-02,泰安,211.46,支付宝
10680,U0196,2025-04-01,日照,229.94,微信
10681,U0230,2025-03-18,日照,199.69,微信
10682,U0194,2025-04-10,泰安,97.9,支付宝
10683,U0193,2025-04-18,烟台,131.15,微信
10684,U0042,2025-05-18,烟台,186.92,微信
10685,U0277,2025-05-20,枣庄,92.78,微信
10686,U0069,2025-06-04,威海,32000.0,微信
10687,U0179,2025-02-26,青岛,146.78,微信
10688,U0061,2025-05-05,聊城,139.38,支付宝
10689,U0092,2025-02-26,济宁,199.1,支付宝
10690,U0276,2025-03-11,烟台,184.43,支付宝
10691,U0202,2025-04-22,烟台,140.15,支付宝
10692,U0271,2025-05-05,泰安,223.76,支付宝
10693,U0066,2025-01-08,济宁,100.54,微信
10694,U0115,2025-04-10,潍坊,193.88,微信
10695,U0002,2025-03-28,潍坊,192.62,微信
10696,U0012,2025-06-21,枣庄,142.97,微信
10697,U0153,2025-06-23,青岛,177.94,微信
10698,U0238,2025-04-14,潍坊,91.19,支付宝
10699,U0279,2025-02-12,聊城,210.82,微信
10700,U0218,2025-04-30,枣庄,149.83,支付宝
10701,U0273,2025-02-02,德州,131.25,支付宝
10702,U0195,2025-06-09,潍坊,217.7,支付宝
10703,U0118,2025-05-17,日照,121.26,微信
10704,U0127,2025-01-07,德州,82.53,支付宝
10705,U0236,2025-04-11,泰安,74.39,微信
10706,U0178,2025-06-01,济宁,193.33,微信
10707,U0080,2025-05-25,泰安,89.58,支付宝
10708,U0142,2025-06-19,聊城,256.51,支付宝
10709,U0097,2025-01-07,聊城,45.49,支付宝
10710,U0058,2025-01-22,济南,253.31,支付宝
10711,U0017,2025-06-14,泰安,171.61,微信
10712,U0215,2025-04-20,济宁,154.68,微信
10713,U0315,2025-02-04,潍坊,130.03,微信
10714,U0009,2025-04-29,威海,181.95,支付宝
10715,U0124,2025-02-16,枣庄,157.93,微信
10716,U0106,2025-01-13,德州,220.68,微信
10717,U0035,2025-03-08,威海,166.28,微信
10718,U0052,2025-04-08,日照,168.27,微信
10719,U0305,2025-03-25,枣庄,140.0,微信
10720,U0018,2025-02-24,泰安,156.87,支付宝
10721,U0229,2025-04-27,威海,176.93,微信
10722,U0307,2025-03-25,潍坊,65.94,微信
10723,U0025,2025-03-28,德州,85.85,微信
10724,U0126,2025-04-08,烟台,200.88,支付宝
10725,U0023,2025-03-13,威海,169.4,支付宝
10726,U0206,2025-04-18,济南,149.88,微信
10727,U0225,2025-03-06,日照,161.01,微信
10728,U0120,2025-01-21,聊城,179.12,微信
10729,U0277,2025-05-01,泰安,130.31,支付宝
10730,U0112,2025-01-05,枣庄,117.19,微信
10731,U0029,2025-05-19,枣庄,170.77,微信
10732,U0072,2025-01-14,济宁,106.19,支付宝
10733,U0258,2025-03-31,潍坊,182.45,微信
10734,U0149,2025-14-12,枣庄,66.36,支付宝
10735,U0120,2025-06-16,济南,216.6,支付宝
10736,U0295,2025-01-18,济宁,185.99,微信
10737,U0164,2025-06-16,青岛,174.08,微信
10738,U0296,2025-01-11,日照,214.05,支付宝
10739,U0307,2025-01-08,烟台,251.6,支付宝
10740,U0165,2025-03-05,济南,215.79,支付宝
10741,U0122,2025-02-21,聊城,58.75,支付宝
10742,U0155,2025-01-06,日照,89.62,微信
10743,U0074,2025-06-09,淄博,125.63,支付宝
10744,U0267,2025-02-09,德州,161.44,微信
10745,U0114,2025-03-03,聊城,188.47,支付宝
10746,U0212,2025-02-02,威海,120.08,支付宝
10747,U0154,2025-05-02,聊城,170.27,微信
10748,U0141,2025-06-21,威海,,微信
10749,U0032,2025-01-30,临沂,126.37,支付宝
10750,U0286,2025-05-25,日照,82.63,支付宝
10751,U0303,2025-02-25,烟台,109.22,支付宝
10752,U0090,2025-04-30,淄博,85.66,微信
10753,U0219,2025-06-29,淄博,106.33,微信
10754,U0285,2025-03-07,聊城,217.95,微信
10755,U0254,2025-04-05,聊城,107.78,微信
10756,U0025,,威海,304.78,微信
10757,U0177,2025-06-05,济宁,187.13,支付宝
10758,U0196,2025-06-05,潍坊,170.17,支付宝
10759,U0269,2025-01-30,日照,112.79,支付宝
10760,U0164,2025-02-11,聊城,198.52,支付宝
10761,U0214,2025-03-21,临沂,128.34,支付宝
10762,U0210,2025-01-28,枣庄,166.71,支付宝
10763,U0077,2025-05-29,烟台,300.8,微信
10764,U0154,2025-01-07,日照,154.72,支付宝
10765,U0193,2025-03-21,日照,223.21,支付宝
10766,U0095,2025-05-28,日照,121.33,支付宝
10767,U0276,2025-06-23,潍坊,158.08,微信
10768,U0243,2025-04-07,泰安,257.39,微信
10769,U0124,2025-04-12,淄博,125.52,支付宝
10770,U0116,2025-02-20,威海,259.68,微信
10771,U0154,2025-01-20,济南,198.93,微信
10772,U0074,2025-06-01,济南,129.06,微信
10773,U0238,2025-06-26,日照,194.78,微信
10774,U0030,2025-06-10,泰安,213.49,支付宝
10775,U0288,2025-03-04,淄博,194.2,微信
10776,U0212,2025-01-27,枣庄,73.64,微信
10777,U0214,2025-06-28,枣庄,120.01,支付宝
10778,U0286,2025-03-19,泰安,146.39,支付宝
10779,U0272,2025-06-25,济宁,155.91,微信
10780,U0069,2025-06-03,德州,194.14,支付宝
10781,U0199,2025-01-31,枣庄,169.77,支付宝
10782,U0125,2025-05-25,烟台,86.56,微信
10783,U0131,2025-01-11,临沂,180.91,微信
10784,U0105,2025-03-30, 烟台 ,193.58,微信
10785,U0170,2025-05-17,青岛,190.79,支付宝
10786,U0041,2025-04-20,济南,219.44,支付宝
10787,U0231,2025-06-19,淄博,205.87,微信
10788,U0190,2025-04-05,临沂,185.25,支付宝
10789,U0048,2025-01-18,淄博,156.14,支付宝
10790,U0275,2025-05-10,日照,68.65,支付宝
10791,U0098,2025-06-15,潍坊,183.63,微信
10792,U0027,2025-03-29,潍坊,171.42,微信
10793,U0138,2025-01-04,临沂,,支付宝
10794,U0194,2025-04-18,济宁,89.78,支付宝
10795,U0310,2025-05-06,枣庄,100.54,支付宝
10796,U0309,2025-01-28,枣庄,217.92,微信
10797,U0021,2025-04-21,德州,157.82,微信
10798,U0038,2025-04-03,威海,197.48,微信
10799,U0097,2025-06-12,枣庄,161.56,支付宝
10800,U0301,2025-04-28,济宁,161.64,支付宝
10801,U0287,2025-02-09,枣庄,211.61,支付宝
10802,U0112,2025-04-22,枣庄,131.62,支付宝
10803,U0246,2025-02-15,烟台,165.29,微信
10804,U0107,2025-05-14,济宁,134.57,微信
10805,U0171,2025-06-16,枣庄,136.1,支付宝
10806,U0156,2025-03-11,聊城,143.0,微信
10807,U0008,2025-06-07,日照,172.22,支付宝
10808,U0109,2025-05-18,济南,133.67,支付宝
10809,U0098,2025-05-04,济宁,-229.07,支付宝
10810,U0061,2025-04-30,潍坊,110.8,支付宝
10811,U0246,2025-04-22,潍坊,149.72,微信
10812,U0125,2025-06-01,济南,135.81,支付宝
10813,U0310,2025-03-10,淄博,239.58,支付宝
10814,U0105,2025-03-24,淄博,170.81,微信
10815,U0204,2025-03-04,济南,216.75,微信
10816,U0123,2025-01-23,济宁,,支付宝
10817,U0283,2025-03-13,德州,174.69,支付宝
10818,U0165,2025-04-26,威海,208.93,微信
10819,U0145,2025-03-04,威海,164.53,微信
10820,U0195,2025-04-29,日照,218.6,支付宝
10821,U0239,2025-05-26,青岛,131.55,微信
10822,U0274,2025-06-06,淄博,237.51,支付宝
10823,U0184,2025-06-21,淄博,286.44,支付宝
10824,U0158,2025-04-08,临沂,140.04,微信
10825,U0134,2025-03-28,日照,135.5,支付宝
10826,U0185,2025-01-08,日照,239.94,微信
10827,U0263,2025-05-07,枣庄,246.88,微信
10828,U0255,2025-03-25,烟台,131.24,支付宝
10829,U0239,2025-02-16,烟台,136.89,支付宝
10830,U0051,2025-05-05,济南,144.5,微信
10831,U0241,2025-02-24,临沂,86.06,支付宝
10832,U0164,2025-04-01,枣庄,109.47,支付宝
10833,U0105,2025-03-08,烟台,104.77,微信
10834,U0190,2025-03-29,淄博,117.77,支付宝
10835,U0161,2025-03-13,德州,158.09,微信
10836,U0212,2025-06-02,威海,172.88,支付宝
10837,U0024,2025-06-29,威海,245.28,支付宝
10838,U0289,2025-03-12,枣庄,105.09,支付宝
10839,U0114,2025-05-23,聊城,214.14,微信
10840,U0075,2025-01-03,日照,148.23,支付宝
10841,U0009,2025-05-13, 烟台 ,157.28,微信
10842,U0134,2025-02-18,聊城,197.12,微 信
10843,U0284,2025-01-22,枣庄,98.25,支付宝
10844,U0300,2025-03-03,济宁,181.03,微信
10845,U0297,2025-04-15,济宁,169.15,微信
10846,U0214,2025-05-06,德州,187.08,微信
10847,U0152,2025-05-23,日照,175.9,支付宝
10848,U0079,,临沂,295.04,微信
10849,U0101,2025-06-26,济南,124.92,支付宝
10850,U0169,2025-05-02,烟台,130.8,微信
10851,U0118,2025-06-15,烟台,125.73,微信
10852,U0195,2025-05-06,日照,129.45,支付宝
10853,U0292,2025-04-25,德州,124.94,支付宝
10854,U0126,2025-01-05,青岛,225.4,支付宝
10855,U0256,2025-01-24,淄博,238.13,支付宝
10856,U0282,2025-03-17,淄博,128.61,微信
10857,U0173,2025-02-26,烟台,114.22,微信
10858,U0132,2025-04-14,聊城,185.93,微信
10859,U0251,2025-06-27,济宁,129.63,微信
10860,U0252,2025-03-04,济南,194.81,微信
10861,U0236,2025-03-20,泰安,171.16,支付宝
10862,U0087,2025-06-19,枣庄,76.63,支付宝
10863,U0181,2025-05-29,泰安,245.11,微信
10864,U0087,2025-04-05,聊城,258.77,微信
10865,U0072,2025-05-02,聊城,126.3,支付宝
10866,U0280,2025-05-22,聊城,138.68,微信
10867,U0251,2025-05-16,潍坊,175.72,微信
10868,U0095,2025-03-30,济宁,,支付宝
10869,U0278,2025-04-19,青岛,196.22,支付宝
10870,U0031,2025-05-21,威海,270.56,微信
10871,U0269,2025-03-26,临沂,150.27,微信
10872,U0018,2025-04-01,临沂,116.09,支付宝
10873,U0039,2025-06-29, 济宁 ,84.14,微信
10874,U0025,2025-04-27,潍坊,119.8,支付宝
10875,U0004,2025-03-11,临沂,-158.18,微信
10876,U0212,2025-03-20,枣庄,258.7,支付宝
10877,U0071,2025-03-06,德州,131.53,微信
10878,U0119,2025-03-01,临沂,,微信
10879,U0035,2025-01-31,聊城,159.1,支付宝
10880,U0078,2025-02-19,烟台,225.36,支付宝
10881,U0005,2025-03-22,济宁,298.98,支付宝
10882,U0112,2025-01-31,德州,130.8,支付宝
10883,U0259,2025-05-18,潍坊,133.08,微信
10884,U0234,2025-06-26,济南,217.43,支付宝
10885,U0192,2025-02-17,日照,197.5,微信
10886,U0031,2025-02-19,日照,261.57,微信
10887,U0317,2025-02-25,威海,192.12,支付宝
10888,U0316,2025-05-04,济宁,140.24,微信
10889,U0248,2025-03-12,德州,192.49,微信
10890,U0250,2025-05-31,枣庄,220.98,微信
10891,U0009,2025-05-15,枣庄,205.13,微信
10892,U0004,2025-06-02,日照,187.9,支付宝
10893,U0273,2025-03-14,威海,218.67,支付宝
10894,U0283,2025-01-26,淄博,224.31,支付宝
10895,U0211,2025-02-19,泰安,236.02,微信
10896,U0007,2025-03-17,枣庄,195.68,支付宝
10897,U0009,2025-02-28,济南,150.81,微信
10898,U0272,2025-04-03,淄博,168.07,微信
10899,U0141,2025-02-15,聊城,226.36,微信
10900,U0275,2025-03-19,济南,115.07,支付宝
10901,U0147,2025-01-04,淄博,180.28,支付宝
10902,U0009,2025-05-17,潍坊,138.37,支付宝
10903,U0258,2025-02-02,威海,161.58,微信
10904,U0221,2025-03-12,枣庄,230.31,微信
10905,U0092,2025-01-12,淄博,170.51,微信
10906,U0055,2025-01-14,德州,162.55,支付宝
10907,U0050,2025-05-22,泰安,85.21,微信
10908,U0269,2025-03-16,聊城,201.04,微信
10909,U0077,2025-06-28,威海,195.5,支付宝
10910,U0124,2025-02-02,泰安,278.98,微信
10911,U0099,2025-06-13,聊城,143.07,微信
10912,U0318,2025-05-06,泰安,172.05,支付宝
10913,U0270,2025-01-27,济宁,173.72,支付宝
10914,U0130,2025-01-04,潍坊,246.76,微信
10915,U0182,2025-05-27,日照,154.76,支付宝
10916,U0137,2025-03-14,威海,175.35,支付宝
10917,U0204,2025-05-01,威海,193.43,支付宝
10918,U0041,2025-05-03,烟台,170.26,支付宝
10919,U0192,2025-04-23,淄博,135.45,微信
10920,U0208,2025-03-29,潍坊,170.67,微信
10921,U0236,2025-02-17,潍坊,219.05,支付宝
10922,U0290,2025-01-14,威海,103.54,微信
10923,U0125,2025-03-06, 聊城 ,167.31,微信
10924,U0116,2025-05-03,德州,121.49,支付宝
10925,U0154,2025-01-30,临沂,225.73,微信
10926,U0042,2025-01-17,青岛,76.22,支付宝
10927,U0017,2025-04-13,潍坊,129.26,支付宝
10928,U0048,2025-05-06,烟台,180.75,支付宝
10929,U0208,2025-01-19,青岛,246.1,支付宝
10930,U0195,2025-05-28,枣庄,156.38,微信
10931,U0194,2025-06-11,德州,129.46,微信
10932,U0283,2025-06-25,泰安,263.46,微信
10933,U0244,2025-01-14,泰安,80.36,支付宝
10934,U0029,2025-02-08,潍坊,39.07,支付宝
10935,U0005,2025-02-08,威海,184.2,支付宝
10936,U0088,2025-05-25,聊城,132.39,微信
10937,U0043,2025-03-19,聊城,103.83,支付宝
10938,U0256,2025-01-22,淄博,198.96,支付宝
10939,U0223,2025-03-05,青岛,173.41,支付宝
10940,U0170,2025-01-31,聊城,128.98,支付宝
10941,U0290,2025-05-23,淄博,89.58,微信
10942,U0049,2025-04-17,烟台,207.99,微信
10943,U0271,2025-06-05,聊城,195.76,支付宝
10944,U0022,2025-06-02,聊城,154.55,微信
10945,U0118,2025-06-08,淄博,261.57,支付宝
10946,U0109,2025-02-27,日照,101.15,支付宝
10947,U0291,2025-05-14,临沂,76.1,支付宝
10948,U0244,2025-04-08,临沂,121.95,微信
10949,U0139,2025-04-26,临沂,157.49,支付宝
10950,U0024,2025-04-24,威海,173.38,支付宝
10951,U0039,2025-03-18,聊城,146.73,微信
10952,U0144,2025-05-31,青岛,179.36,微信
10953,U0279,2025-04-20,日照,91.17,支付宝
10954,U0289,2025-03-20,烟台,239.41,微信
10955,U0017,2025-05-26,日照,155.48,支付宝
10956,U0092,2025-06-08,泰安,221.45,微信
10957,U0162,2025-01-16,聊城,178.85,支付宝
10958,U0009,2025-06-06,日照,185.12,支付宝
10959,U0107,2025-01-26,泰安,191.34,支付宝
10960,U0301,2025-02-23,淄博,184.62,支付宝
10961,U0074,2025-06-10,,195.35,微信
10962,U0204,2025-02-24,聊城,,微信
10963,U0040,,日照,170.81,微信
10964,U0154,2025-06-19,烟台,199.0,支付宝
10965,U0084,2025-01-21,聊城,155.06,支付宝
10966,U0289,2025-02-10,济宁,239.21,微信
10967,U0124,2025-03-03,德州,122.8,支付宝
10968,U0291,2025-02-14,烟台,259.05,微信
10969,U0200,2025-05-22,淄博,157.79,支付宝
10970,U0277,2025-01-20,枣庄,81.31,支付宝
10971,U0170,2025-02-10,威海,167.05,支付宝
10972,U0197,2025-01-01,威海,122.54,微信
10973,U0072,2025-04-15,日照,206.24,微信
10974,U0041,2025-04-26,聊城,124.11,微信
10975,U0257,2025-06-26,潍坊,135.46,支付宝
10976,U0178,2025-06-02,日照,56.08,微信
10977,U0028,2025-05-01,聊城,135.12,支付宝
10978,U0051,2025-03-16,淄博,26.69,支付宝
10979,U0224,2025-01-09,青岛,72.89,微信
10980,U0119,2025-03-01,潍坊,201.82,支付宝
10981,U0039,2025-03-15,德州,203.22,微信
10982,U0175,2025-06-30,济南,183.4,支付宝
10983,U0310,2025-03-14,淄博,106.82,支付宝
10984,U0315,2025-06-29,济宁,157.38,微信
10985,U0305,2025-04-27,济南,159.8,微信
10986,U0204,2025-01-19,潍坊,96.29,支付宝
10987,U0168,2025-06-25,泰安,242.69,支付宝
10988,U0016,2025-03-01,济南,208.25,支付宝
10989,U0140,2025-03-09,日照,147.85,微信
10990,U0231,2025-06-10,济南,161.48,微信
10991,U0252,2025-05-31,临沂,171.46,微信
10992,U0117,2025-06-19,青岛,47.7,微信
10993,U0183,2025-02-20, 德州 ,146.41,微信
10994,U0284,2025-04-19,德州,122.49,微信
10995,U0193,2025-01-30,泰安,104.91,微信
10996,U0222,2025-05-20,青岛,144.54,支付宝
10997,U0096,2025-02-27,日照,258.87,支付宝
10998,U0300,2025-06-15,青岛,195.25,支付宝
10999,U0195,2025-02-08,泰安,128.59,支付宝
11000,U0044,2025-03-10,济南,191.49,微信
11001,U0317,2025-02-06,聊城,236.96,微信
11002,U0152,,德州,210.85,支付宝
11003,U0127,2025-01-16,青岛,163.28,支付宝
11004,U0038,2025-02-12,临沂,124.42,支付宝
11005,U0043,2025-03-20,德州,198.4,支付宝
11006,U0138,2025-06-02,淄博,181.64,支付宝
11007,U0079,2025-05-26,济南,209.24,微信
11008,U0195,2025-03-15,烟台,194.93,微信
11009,U0079,2025-04-23,枣庄,217.73,支付宝
11010,U0200,2025-02-01,济宁,130.56,微信
11011,U0163,2025-04-30,威海,232.46,支付宝
11012,U0185,2025-06-26,日照,,微信
11013,U0055,2025-03-19,聊城,274.14,支付宝
11014,U0047,2025-06-29,淄博,122.09,微信
11015,U0003,2025-04-14,临沂,255.48,微信
11016,U0158,2025-03-11,聊城,170.89,支付宝
11017,U0228,2025-05-09,日照,124.17,微信
11018,U0185,2025-05-19,淄博,133.39,支付宝
11019,U0139,2025-05-07,潍坊,142.38,微信
11020,U0053,2025-04-23,临沂,183.33,微信
11021,U0068,2025-01-21,淄博,188.76,支付宝
11022,U0045,2025-06-03,德州,128.45,支付宝
11023,U0096,2025-01-11,德州,158.66,支付宝
11024,U0221,2025-04-21,德州,277.82,支付宝
11025,U0230,2025-03-24,聊城,255.01,支付宝
11026,U0286,2025-06-04,青岛,184.0,支付宝
11027,U0285,2025-03-06,聊城,162.09,支付宝
11028,U0263,2025-01-07,日照,166.6,微信
11029,U0209,2025-01-24,济南,193.74,微信
11030,U0053,2025-02-28,潍坊,103.75,支付宝
11031,U0014,2025-06-22,潍坊,145.84,微信
11032,U0046,2025-05-28,潍坊,68.23,微信
11033,U0182,2025-05-31,德州,181.96,支付宝
11034,U0284,2025-01-06,日照,195.6,支付宝
11035,U0048,2025-06-22,烟台,133.42,支付宝
11036,U0306,2025-03-10,淄博,246.57,微信
11037,U0307,2025-05-28,济南,92.58,支付宝
11038,U0167,2025-01-11,济南,79.46,微信
11039,U0198,2025-02-14,聊城,172.34,微信
11040,U0007,2025-05-01,青岛,217.59,微信
11041,U0150,2025-05-13,临沂,252.62,微信
11042,U0212,2025-06-16,威海,134.76,微信
11043,U0199,2025-04-24,德州,219.33,微信
11044,U0044,2025-03-13,枣庄,157.88,支付宝
11045,U0287,2025-02-16,临沂,150.51,支付宝
11046,U0125,2025-05-30,日照,208.6,微信
11047,U0293,2025-04-22,聊城,195.88,微信
11048,U0267,2025-06-12,聊城,73.3,微信
11049,U0087,2025-05-06,日照,241.21,支付宝
11050,U0195,2025-01-24,烟台,235.91,支付宝
11051,U0087,2025-05-01,德州,,支付宝
11052,U0072,2025-03-31,威海,181.77,微信
11053,U0138,2025-04-15,淄博,187.17,支付宝
11054,U0155,2025-03-27,聊城,174.34,支付宝
11055,U0138,2025-03-24,威海,129.73,支付宝
11056,U0253,2025-06-21,临沂,123.06,支付宝
11057,U0075,2025-01-27,德州,158.59,支付宝
11058,U0033,2025-02-11,聊城,224.5,微信
11059,U0086,2025-03-26,临沂,189.9,微信
11060,U0223,2025-04-16,青岛,139.62,支付宝
11061,U0142,2025-06-27,枣庄,202.44,微信
11062,U0216,2025-05-07,泰安,3.33,支付宝
11063,U0154,2025-03-15,日照,223.18,微信
11064,U0248,2025-06-19,济宁,64.32,支付宝
11065,U0040,2025-04-13,泰安,140.07,支付宝
11066,U0185,2025-05-21,泰安,98.42,支付宝
11067,U0129,2025-01-10,聊城,88.79,微信
11068,U0127,2025-04-27,淄博,223.85,微信
11069,U0254,2025-01-23,济宁,134.28,支付宝
11070,U0305,2025-03-22,潍坊,,支付宝
11071,U0316,2025-03-06,济南,157.42,微信
11072,U0101,2025-03-24,潍坊,186.24,支付宝
11073,U0235,2025-01-30,青岛,164.23,微信
11074,U0055,2025-04-14,淄博,89.44,微信
11075,U0070,2025-05-12,青岛,214.79,支付宝
11076,U0156,2025-01-01,泰安,132.84,支付宝
11077,U0004,2025-06-18,泰安,74.39,微信
11078,U0203,2025-05-19,威海,136.45,微信
11079,U0171,2025-04-29,青岛,242.54,微信
11080,U0318,2025-04-16,济南,206.76,支付宝
11081,U0195,2025-01-14,烟台,140.82,微信
11082,U0169,2025-02-18,枣庄,140.79,支付宝
